date	temperature	sports_drink	soda	bottled_water	fruit_juice
2015/4/10	8.3	0.529410763	0.602639022	0.842289653	0.805732081
2015/4/11	11.5	0.568285831	0.619819003	0.796936194	0.842635864
2015/4/12	12.9	0.613719305	0.580228722	0.818668675	0.79124598
2015/4/13	9.7	0.586758808	0.573192586	0.81770653	0.81387943
2015/4/14	12.1	0.600839613	0.597825683	0.807483024	0.825585102
2015/4/15	15.4	0.681422863	0.693500991	0.934109558	0.882118786
2015/4/16	15.7	0.836057616	0.838274596	1.106333561	1.056545145
2015/4/17	16.4	0.870639306	0.881230129	1.102301767	1.125987104
2015/4/18	14	0.760495108	0.823479093	1.083621493	1.135260635
2015/4/19	14.3	0.757106708	0.788586307	1.019335173	1.066178588
2015/4/20	18.4	0.75533654	0.78489413	1.01224065	1.044544254
2015/4/21	17.5	0.84754938	0.853279786	1.105305256	1.128530136
2015/4/22	15.7	0.885630048	0.888201174	1.139668879	1.108369917
2015/4/23	18	0.993917812	1.023076347	1.314699906	1.288416343
2015/4/24	18.3	1.109699302	1.090825618	1.391822562	1.476336598
2015/4/25	17.2	1.051694782	1.018946843	1.250398188	1.459681369
2015/4/26	17.8	1.11356963	1.003931859	1.20309949	1.308335595
2015/4/27	19.3	1.144018994	0.997511007	1.223182815	1.260734905
2015/4/28	20.8	1.262943534	1.120035608	1.291967569	1.490007949
2015/4/29	19.4	1.229938402	1.183555198	1.292818213	1.5553738
2015/4/30	19	1.057188876	0.95663029	1.144067503	1.481817142
2015/5/1	20.5	1.166205806	1.040303525	1.155055477	1.603905106
2015/5/2	21	1.261991214	1.162220738	1.312910985	1.784712728
2015/5/3	21.2	1.191054397	1.082939247	1.139067346	1.474731076
2015/5/4	21.6	1.158136748	1.037718548	1.120783063	1.353565303
2015/5/5	18.3	0.97441048	0.861291168	1.00519611	1.266779386
2015/5/6	18.2	0.938343059	0.819991564	0.938841085	1.237784894
2015/5/7	19.1	1.004811462	0.842521196	1.009343906	1.24669312
2015/5/8	20.7	0.996822252	0.956428255	1.139883113	1.30110683
2015/5/9	18.7	1.142429646	1.017787136	1.148687803	1.451277844
2015/5/10	19.7	1.039244748	0.94629029	1.107525198	1.373085685
2015/5/11	17.2	1.061564149	0.932443522	1.12795112	1.318824659
2015/5/12	19.6	1.164566631	1.027136907	1.212557989	1.528144658
2015/5/13	22.5	1.178838787	1.034716237	1.22251245	1.564001237
2015/5/14	23.1	1.42158884	1.236831234	1.453418396	1.732910703
2015/5/15	22.7	1.376319376	1.301390911	1.433157735	1.787663074
2015/5/16	20.9	1.372974445	1.259266885	1.361483775	1.729388762
2015/5/17	22.2	1.227692689	1.178038127	1.289430954	1.613011439
2015/5/18	21.5	1.256761412	1.146027729	1.288700064	1.602113033
2015/5/19	20.2	1.168850341	1.226668617	1.28083213	1.547157518
2015/5/20	22.2	1.245014626	1.198353058	1.30050185	1.602806575
2015/5/21	19.5	1.465480859	1.304740642	1.429923703	1.697011999
2015/5/22	20.5	1.548521073	1.282348832	1.338725134	1.698364127
2015/5/23	21.6	1.430679092	1.226719581	1.337923055	1.616701555
2015/5/24	21	1.330567915	1.151374377	1.288389611	1.512048942
2015/5/25	21.3	1.314744565	1.151762758	1.276498321	1.545445986
2015/5/26	23.3	1.535243795	1.312522183	1.466900092	1.779910938
2015/5/27	23.9	1.750733107	1.400592255	1.613505709	1.85221535
2015/5/28	22.1	1.802584952	1.412032291	1.639772364	1.910450871
2015/5/29	20.7	1.642342006	1.291654772	1.515340309	1.796719788
2015/5/30	23.4	1.563771121	1.242053536	1.446398799	1.746863036
2015/5/31	25.7	1.690393566	1.309903271	1.497062995	1.665193968
2015/6/1	23.6	1.686931269	1.243581053	1.494438368	1.699056906
2015/6/2	23.5	1.598802052	1.271716569	1.48991745	1.716374621
2015/6/3	21.7	1.403036324	1.260664196	1.419498956	1.623353944
2015/6/4	23.1	1.329982543	1.181422469	1.386519608	1.607756432
2015/6/5	18.8	1.369896635	1.157132817	1.263466888	1.570459346
2015/6/6	18	1.185027448	0.997604849	1.166930018	1.332993179
2015/6/7	20.8	1.170093116	0.988134903	1.15872915	1.36347889
2015/6/8	21	1.173785962	1.000641736	1.152759283	1.376787826
2015/6/9	19.5	1.224371522	1.102562835	1.231139838	1.422035405
2015/6/10	22.6	1.270068391	1.088945095	1.288034466	1.452209137
2015/6/11	23	1.474057005	1.314238375	1.454009245	1.770286988
2015/6/12	21.4	1.412836357	1.231189443	1.373596299	1.677321964
2015/6/13	24	1.567336031	1.206968116	1.326024156	1.578630716
2015/6/14	22.5	1.486370789	1.171321445	1.310781684	1.604584968
2015/6/15	24.6	1.524313296	1.134079765	1.375374328	1.591214082
2015/6/16	23.3	1.654868692	1.335749136	1.385550563	1.726641391
2015/6/17	21.6	1.551997243	1.203441087	1.320728521	1.608161821
2015/6/18	21.9	1.419112332	1.259258527	1.319723444	1.582132549
2015/6/19	19.1	1.212467393	1.109433492	1.175930972	1.434946232
2015/6/20	21.7	1.157042421	1.015512518	1.095954784	1.289690879
2015/6/21	20.6	1.196658178	1.026853571	1.145130627	1.380730418
2015/6/22	22.6	1.175534348	0.982079885	1.126050676	1.314590203
2015/6/23	23.4	1.420035309	1.15945411	1.392313645	1.563028558
2015/6/24	23.8	1.514396339	1.206130507	1.431663885	1.563897196
2015/6/25	24.3	1.73879496	1.416666505	1.618021938	1.682875333
2015/6/26	22.4	1.567360506	1.287358117	1.380196386	1.646292577
2015/6/27	22.6	1.32049727	1.094646895	1.17916155	1.49194456
2015/6/28	23.2	1.312897662	1.112317206	1.144478022	1.531997985
2015/6/29	21.6	1.324875655	1.049142469	1.144226763	1.48988591
2015/6/30	22.5	1.272719275	1.149641488	1.231465272	1.561105724
2015/7/1	20.5	0.981246383	0.966507725	1.056694416	1.227868944
2015/7/2	22.5	1.050448796	0.970755033	1.071754785	1.232973384
2015/7/3	21.9	0.919342254	0.876235463	0.956144182	1.067895259
2015/7/4	22.5	0.957075554	0.888889188	0.928037027	1.090448021
2015/7/5	20.1	0.755164459	0.750694712	0.759054007	0.968522852
2015/7/6	19.8	0.710163001	0.716886522	0.800207902	0.929146528
2015/7/7	21.3	0.945575027	0.840458605	0.990312633	1.045708729
2015/7/8	22.4	1.021413055	0.887723865	1.031748569	1.143813164
2015/7/9	19.4	0.944334917	0.835628977	0.938257288	1.091420034
2015/7/10	23.2	1.32878486	1.079198802	1.199918132	1.401214387
2015/7/11	25.9	2.210237298	1.452189106	1.560032389	1.667898196
2015/7/12	27.2	2.304387348	1.430363592	1.567160084	1.680011136
2015/7/13	29.4	2.159358254	1.314845023	1.578147758	1.70207052
2015/7/14	29.9	2.406118404	1.446946503	1.718657579	1.854160789
2015/7/15	28.4	2.373447947	1.462769776	1.751764343	1.852142461
2015/7/16	26.4	1.733254537	1.291295031	1.518415812	1.570609858
2015/7/17	26.7	1.676516348	1.240278697	1.426001808	1.542704373
2015/7/18	27.2	1.912959396	1.3252068	1.441417423	1.627702014
2015/7/19	29.4	2.376636606	1.417368125	1.633671599	1.64140197
2015/7/20	28.8	2.576458144	1.449593576	1.605061001	1.686301967
2015/7/21	29.4	2.582653876	1.42673899	1.691319911	1.763295665
2015/7/22	28.9	2.370618115	1.486517218	1.706066877	1.826614134
2015/7/23	27	2.057130241	1.370685978	1.558688709	1.730938383
2015/7/24	28.1	2.398983923	1.472710866	1.677771608	1.823629354
2015/7/25	28.6	3.1103714	1.583421912	1.939351784	1.95979352
2015/7/26	30.3	2.847114569	1.534155101	1.830170605	1.792874412
2015/7/27	30.4	2.676802327	1.500292451	1.815878293	1.845885642
2015/7/28	29.6	2.718055443	1.543004827	1.783447784	1.919096066
2015/7/29	29.4	2.668815637	1.616261292	1.808484414	1.950676138
2015/7/30	29.1	2.740460815	1.580080017	1.767799241	1.904358341
2015/7/31	30	2.799507894	1.664250338	1.805939197	1.968020576
2015/8/1	30.5	3.384513192	1.66262381	1.997831414	2.118770832
2015/8/2	30.2	2.959889025	1.594590777	1.766495038	1.82813502
2015/8/3	29.8	2.757181518	1.525325676	1.718346514	1.859621043
2015/8/4	30	2.958241755	1.565500035	1.791435929	1.967146416
2015/8/5	30.2	2.9520241	1.582478406	1.90420462	2.032523654
2015/8/6	30.9	2.990802118	1.599303892	1.917253855	2.060828876
2015/8/7	31.5	3.032144427	1.617872083	1.808074132	2.097625903
2015/8/8	27.6	2.542886537	1.458606368	1.613022507	1.836185407
2015/8/9	27.9	2.294123972	1.329905801	1.499119503	1.582801004
2015/8/10	27.9	2.064196647	1.222821287	1.388118456	1.516399797
2015/8/11	29.4	2.34785376	1.389740362	1.506800882	1.727478444
2015/8/12	28.9	2.175575433	1.294520461	1.427949429	1.655025583
2015/8/13	27.5	1.777728948	1.145090546	1.279133906	1.497331269
2015/8/14	26.9	1.7692988	1.11459059	1.228628909	1.401101517
2015/8/15	27.7	1.963266171	1.199681994	1.312894396	1.451598736
2015/8/16	27.8	1.896293682	1.160620919	1.297361637	1.40647498
2015/8/17	25.7	1.337069502	0.919165092	1.043485838	1.152189979
2015/8/18	28.2	1.804341242	1.152216585	1.250241118	1.480054255
2015/8/19	27.8	1.834626737	1.228143661	1.298686222	1.563874719
2015/8/20	25.6	1.542035219	1.120690525	1.217602556	1.517317708
2015/8/21	26	1.766957332	1.230679848	1.324279698	1.562379337
2015/8/22	28.3	2.237759266	1.384180017	1.548704807	1.671429784
2015/8/23	26.7	1.773003292	1.190959098	1.301106584	1.437489044
2015/8/24	24.3	1.389596095	1.062393821	1.202858741	1.405051576
2015/8/25	21.5	1.112451989	0.937549183	1.087244655	1.222608411
2015/8/26	19.5	0.895093554	0.786453883	0.929470021	1.037551584
2015/8/27	23.6	1.209333427	0.98407553	1.058215139	1.282815956
2015/8/28	21.7	0.999945356	0.86842564	0.983714307	1.145253992
2015/8/29	20	0.875857421	0.852105767	0.908733784	1.100993031
2015/8/30	21.2	0.876494111	0.810985146	0.878265643	0.983879865
2015/8/31	22.1	0.877522882	0.799941444	0.90618579	1.077447492
2015/9/1	23.7	0.999393544	0.944305102	1.025917186	1.212136944
2015/9/2	26.9	1.268724752	1.081276428	1.141856844	1.432206159
2015/9/3	25.7	1.382879625	1.147010265	1.252659253	1.471141566
2015/9/4	24.7	1.384020533	1.185572247	1.227890067	1.500066789
2015/9/5	25.4	1.615051565	1.307207685	1.330938658	1.554253257
2015/9/6	23.8	1.305441545	1.062131017	1.117252056	1.275893391
2015/9/7	23	1.066452566	0.915072091	1.090870224	1.145965495
2015/9/8	20	0.774931995	0.796352076	0.854564574	0.966367002
2015/9/9	22.4	0.72011121	0.74655348	0.838411518	0.955553752
2015/9/10	21.8	0.792447035	0.794205124	0.848680775	1.002652396
2015/9/11	23.9	1.172599303	0.997528462	1.106949251	1.266569499
2015/9/12	24.7	1.683160946	1.283210963	1.411160522	1.524779084
2015/9/13	24.4	1.322385023	1.18480488	1.219846795	1.383098255
2015/9/14	22.9	1.158615785	0.974112562	1.127851679	1.245109322
2015/9/15	22.3	1.126417051	1.030977245	1.119942544	1.332498199
2015/9/16	21.1	1.052712586	0.968845662	1.053074778	1.258267007
2015/9/17	17.9	0.763195122	0.75571289	0.86548767	1.01671302
2015/9/18	20.6	0.792570892	0.835200716	0.932356756	1.088452288
2015/9/19	24.1	1.448274323	1.218452696	1.221215646	1.435688112
2015/9/20	23.3	1.548533649	1.22393862	1.22765523	1.420394941
2015/9/21	22.7	1.389771944	1.132680748	1.186651049	1.368459995
2015/9/22	23	1.513096387	1.210097921	1.278622287	1.425938582
2015/9/23	22.4	1.446112814	1.147709656	1.230380199	1.383926025
2015/9/24	20.4	0.934940639	0.876800334	1.022363129	1.068294089
2015/9/25	17.7	0.715304958	0.792305001	0.871738616	0.941708592
2015/9/26	20.5	1.074746681	0.968238171	1.048903847	1.143733922
2015/9/27	21.4	1.098148922	1.008230138	1.086197947	1.111705902
2015/9/28	23.3	1.062924968	0.963582744	1.107571651	1.211054073
2015/9/29	22.7	1.10900192	1.024393362	1.160451734	1.257640989
2015/9/30	20.9	1.089540972	1.056769727	1.127384704	1.26316629
2015/10/1	19.4	1.016098928	1.016931013	1.067246414	1.169245043
2015/10/2	23.2	1.019102445	0.998613772	1.07914421	1.220044798
2015/10/3	21.7	1.443456135	1.215254407	1.312311208	1.448512781
2015/10/4	21.3	1.389954955	1.154255737	1.228479806	1.355597375
2015/10/5	17.9	0.874767923	0.880921937	1.04684658	1.070312119
2015/10/6	17.7	0.874568698	0.880092924	1.007027807	1.073042437
2015/10/7	17.5	0.816724303	0.843057492	1.006615881	1.097686698
2015/10/8	19.4	0.91244458	0.93243047	1.067824262	1.12912115
2015/10/9	20.2	1.001250575	0.981063378	1.104445719	1.19807025
2015/10/10	18.3	1.022933887	0.952706136	1.049930453	1.214137772
2015/10/11	18.9	0.795292921	0.821152081	0.91437364	1.043330703
2015/10/12	18.7	1.135569015	1.051722405	1.154115919	1.296708227
2015/10/13	18.8	1.048549097	0.93004828	1.152742805	1.165329592
2015/10/14	18.4	1.016658437	0.952513865	1.085949152	1.086275561
2015/10/15	18.8	0.978070841	0.947613957	1.124658458	1.132696887
2015/10/16	15.6	0.76962133	0.736344976	0.979638736	0.839574714
2015/10/17	17.5	0.851503827	0.808561754	1.023866611	0.92364646
2015/10/18	18.8	1.119951604	0.92828502	1.165109175	1.141663409
2015/10/19	19	0.893462208	0.812212552	1.066634848	1.034015846
2015/10/20	19	0.927256436	0.852862836	1.117905681	1.087011178
2015/10/21	17.2	0.86605631	0.809416759	1.046886817	0.984432228
2015/10/22	17.4	0.875732931	0.852432736	1.126191583	1.029606202
2015/10/23	17.9	0.814623652	0.852862401	1.047867819	1.023432581
2015/10/24	19	1.116734357	0.990319957	1.208932283	1.146552037
2015/10/25	16.1	0.918515722	0.779601427	1.016774098	0.947426974
2015/10/26	15.5	0.777804623	0.72408142	0.992607109	0.890090413
2015/10/27	18.3	0.817230739	0.83117906	1.020998202	0.999827705
2015/10/28	20.8	0.939377811	0.965873011	1.093003054	1.100816729
2015/10/29	17.1	0.8461605	0.828932228	1.07055858	0.95896449
2015/10/30	17.1	0.817100998	0.831134104	1.02554466	0.952103235
2015/10/31	14.4	0.794246648	0.735587955	0.902580841	0.843650411
2015/11/1	13.1	0.869123062	0.753837733	0.905431442	0.833018035
2015/11/2	12.7	0.596867778	0.563114621	0.755085677	0.651719233
2015/11/3	16.2	0.84609061	0.807027303	0.952576492	0.940875129
2015/11/4	14.4	0.744983848	0.682584099	0.904149879	0.82736988
2015/11/5	15.1	0.74272172	0.716870366	0.96250273	0.892672691
2015/11/6	16.4	0.795260972	0.735996216	0.963884315	0.942051771
2015/11/7	16.5	0.951177008	0.763737772	1.055179337	0.93150734
2015/11/8	15.2	0.673810198	0.55740698	0.800511887	0.67185729
2015/11/9	18.2	0.656831409	0.623940138	0.887939208	0.772106766
2015/11/10	16.5	0.615790998	0.635603971	0.896048587	0.721840478
2015/11/11	14.9	0.676083021	0.645251873	0.903598931	0.764534798
2015/11/12	13.4	0.644674998	0.588303438	0.89005281	0.703654013
2015/11/13	13.1	0.568704135	0.572802524	0.852326435	0.681730488
2015/11/14	13	0.606365671	0.531911162	0.779246443	0.584698397
2015/11/15	16	0.741160827	0.629348884	0.86045731	0.753836624
2015/11/16	17.2	0.627972271	0.624757869	0.942820809	0.747291279
2015/11/17	18.5	0.707440856	0.75491169	1.00226985	0.897083459
2015/11/18	16.7	0.623042615	0.699707461	0.917512428	0.823856399
2015/11/19	14.5	0.657582272	0.652436502	0.875973694	0.747391621
2015/11/20	13.7	0.590894494	0.608396062	0.876519052	0.702078436
2015/11/21	15.5	0.80869473	0.693120599	0.94054946	0.92045059
2015/11/22	13.1	0.65732246	0.610894527	0.82358754	0.766357521
2015/11/23	12.2	0.562765796	0.512746979	0.697584322	0.60264274
2015/11/24	14.3	0.597091751	0.514040598	0.77993788	0.619901396
2015/11/25	8.7	0.45744985	0.445942258	0.710064198	0.489128853
2015/11/26	8.7	0.42815788	0.400468568	0.641242761	0.49886963
2015/11/27	9.9	0.535191828	0.46521348	0.707308722	0.531646038
2015/11/28	9.4	0.724043513	0.560396494	0.80539523	0.71080058
2015/11/29	10.4	0.674574832	0.529280011	0.739146722	0.659907682
2015/11/30	10	0.572619883	0.474476751	0.754643468	0.552047066
2015/12/1	10.8	0.548672537	0.502302668	0.759931412	0.557861689
2015/12/2	9.5	0.522293644	0.471445475	0.742887069	0.524346858
2015/12/3	10.5	0.538980728	0.502566853	0.736161944	0.536501506
2015/12/4	9.9	0.509565021	0.490975269	0.741554841	0.558292719
2015/12/5	9.8	0.613762325	0.554311902	0.823495549	0.662397438
2015/12/6	10.6	0.555724484	0.513190745	0.750407744	0.630143115
2015/12/7	9.2	0.491880859	0.451176294	0.744551833	0.549616512
2015/12/8	8	0.454594139	0.420741748	0.673505675	0.487840995
2015/12/9	7.5	0.516675335	0.438329841	0.691462142	0.518984824
2015/12/10	8.8	0.475190672	0.470966778	0.761624209	0.537765814
2015/12/11	14.7	0.509806445	0.532941689	0.746977954	0.614565115
2015/12/12	12.6	0.652798564	0.599356247	0.843522231	0.767160769
2015/12/13	10.2	0.532868839	0.485913503	0.706648573	0.577696509
2015/12/14	11.6	0.49576997	0.47424161	0.755931686	0.597196604
2015/12/15	11.5	0.53440427	0.5266945	0.765083479	0.601013918
2015/12/16	12.9	0.563418762	0.570423567	0.830597057	0.66350886
2015/12/17	10.1	0.563520872	0.526609463	0.788820827	0.639378056
2015/12/18	7.8	0.493707236	0.495331867	0.772990008	0.590036523
2015/12/19	7.1	0.556435221	0.448188261	0.763692041	0.583001201
2015/12/20	6.9	0.52349561	0.472063388	0.72017128	0.579204225
2015/12/21	8.8	0.458597119	0.439972776	0.745965395	0.538593822
2015/12/22	11	0.504595419	0.489122643	0.803489411	0.586919868
2015/12/23	6.8	0.496813356	0.458884519	0.685834835	0.553385437
2015/12/24	10.3	0.473957614	0.477242655	0.692286486	0.584891089
2015/12/25	10.9	0.472166858	0.485964066	0.739308867	0.594110252
2015/12/26	8.5	0.553693362	0.491994088	0.715921769	0.607362357
2015/12/27	7.3	0.543722055	0.416627629	0.640141	0.51904157
2015/12/28	6	0.431096799	0.41185593	0.617426351	0.488722609
2015/12/29	6.3	0.437732907	0.428157645	0.643174113	0.549205467
2015/12/30	7.2	0.476341149	0.405478378	0.626931872	0.538994111
2015/12/31	6.6	0.385902713	0.375497552	0.528101161	0.46555496
2016/1/1	7.5	0.467950172	0.479443169	0.648706509	0.486835936
2016/1/2	7.3	0.439902644	0.47701864	0.604327445	0.562140032
2016/1/3	9.3	0.610558399	0.559243938	0.718300675	0.613918452
2016/1/4	9.2	0.589933627	0.622671039	0.80802072	0.632761603
2016/1/5	10.9	0.482424342	0.546138867	0.735846439	0.640143289
2016/1/6	8.9	0.49041729	0.517456897	0.787409748	0.589905929
2016/1/7	8.7	0.452831571	0.469821677	0.684811558	0.569947157
2016/1/8	6.8	0.459889316	0.413187983	0.647830615	0.561685953
2016/1/9	7.3	0.513709562	0.441435046	0.645827334	0.584976411
2016/1/10	7.9	0.571565937	0.546665292	0.736330404	0.632661191
2016/1/11	7.1	0.549636206	0.567298811	0.710684325	0.572382369
2016/1/12	3.4	0.377011337	0.350743431	0.559564297	0.396524104
2016/1/13	4.3	0.405338332	0.333726389	0.555837009	0.463415029
2016/1/14	6	0.403568694	0.380474181	0.605748851	0.496974245
2016/1/15	5.6	0.378310683	0.400527488	0.590027244	0.461016919
2016/1/16	6.5	0.431534056	0.436126133	0.598462293	0.549025844
2016/1/17	5.8	0.494061979	0.474228446	0.615650222	0.51717321
2016/1/18	2.8	0.353997947	0.311943431	0.534523185	0.359204942
2016/1/19	5.1	0.364555658	0.320672439	0.53837619	0.388455694
2016/1/20	4.1	0.351697139	0.342260775	0.553033844	0.407441147
2016/1/21	5.4	0.319577189	0.356743152	0.598280703	0.422357243
2016/1/22	5.8	0.375263842	0.388090278	0.582456376	0.438663593
2016/1/23	3.9	0.333612459	0.358621743	0.543539609	0.421377966
2016/1/24	3.3	0.418682374	0.355725683	0.521337554	0.431134631
2016/1/25	2.9	0.353041151	0.358063903	0.57676964	0.388398973
2016/1/26	3.8	0.342319762	0.364590239	0.594443376	0.425052987
2016/1/27	6.3	0.414044992	0.446304038	0.607063674	0.473507994
2016/1/28	7.8	0.47161223	0.426658023	0.654748165	0.553791196
2016/1/29	5.4	0.433754501	0.423744478	0.632974887	0.465441679
2016/1/30	3.3	0.315055011	0.314918855	0.473600646	0.378225744
2016/1/31	6.1	0.440996518	0.42453758	0.578232653	0.508722052
2016/2/1	4.7	0.408346262	0.419455056	0.602631003	0.384573903
2016/2/2	6	0.384885559	0.364228419	0.546310123	0.416600039
2016/2/3	5	0.391436827	0.41341742	0.590300583	0.444434004
2016/2/4	5.1	0.41181587	0.393728535	0.578521092	0.470201907
2016/2/5	7.5	0.403786923	0.419952488	0.612048438	0.517570202
2016/2/6	6.7	0.44598239	0.449977956	0.648096559	0.514566246
2016/2/7	5	0.421412644	0.442484631	0.600346412	0.501397903
2016/2/8	4.4	0.415813665	0.434677904	0.610370078	0.421146577
2016/2/9	6.6	0.362904993	0.402758262	0.605430146	0.490361868
2016/2/10	6	0.404019891	0.414102736	0.602976894	0.477877351
2016/2/11	6	0.455305504	0.478344666	0.598162059	0.596129272
2016/2/12	7.2	0.480583427	0.47739789	0.651761073	0.534073891
2016/2/13	14	0.546172224	0.568195786	0.757919921	0.727328313
2016/2/14	18.5	0.640877491	0.627351909	0.817968771	0.7063479
2016/2/15	8.1	0.506600908	0.516573806	0.80837778	0.550386971
2016/2/16	5.6	0.420217201	0.40626579	0.619577096	0.5076108
2016/2/17	6.2	0.438795387	0.447483523	0.656913829	0.543565329
2016/2/18	6.2	0.444810754	0.434379845	0.650049093	0.534763561
2016/2/19	9.7	0.460424824	0.521945717	0.680555537	0.690428645
2016/2/20	8	0.443231299	0.432059956	0.668417083	0.497088358
2016/2/21	9.5	0.464698789	0.453874577	0.623926286	0.582428677
2016/2/22	6.7	0.474246031	0.43137442	0.687479445	0.512655488
2016/2/23	6.7	0.404869777	0.391813137	0.578277461	0.496273429
2016/2/24	5.8	0.39453431	0.39286924	0.595304152	0.502891145
2016/2/25	3.8	0.402447292	0.3951442	0.584786045	0.488014736
2016/2/26	5.8	0.441475878	0.426958036	0.609200858	0.555745423
2016/2/27	7.8	0.536260397	0.49252651	0.670672788	0.637474721
2016/2/28	8.7	0.594699319	0.604830294	0.728347286	0.724666088
2016/2/29	8.3	0.535650112	0.486893149	0.662199136	0.544619886
2016/3/1	5.2	0.435343958	0.417591665	0.589074522	0.530097975
2016/3/2	6.3	0.453473698	0.442830262	0.622347379	0.590923119
2016/3/3	9.2	0.487737057	0.528186901	0.696792004	0.669959167
2016/3/4	10.4	0.479283986	0.53983681	0.698806532	0.665682072
2016/3/5	10.7	0.548624527	0.547420673	0.684503105	0.72758108
2016/3/6	13.2	0.58217542	0.591965835	0.737142638	0.720687049
2016/3/7	14.1	0.472619596	0.49580345	0.677664556	0.629412444
2016/3/8	15.8	0.574720546	0.615177338	0.71530597	0.749420769
2016/3/9	8.7	0.471022239	0.552165289	0.672414582	0.581472962
2016/3/10	6.1	0.355237715	0.390827576	0.564589896	0.499675813
2016/3/11	4.6	0.341180782	0.396362636	0.549001324	0.46790817
2016/3/12	5.8	0.388944326	0.402743892	0.538650987	0.491509465
2016/3/13	6.7	0.440513636	0.469437774	0.60220902	0.51847243
2016/3/14	5.7	0.335564414	0.373337898	0.542482437	0.428838318
2016/3/15	8.1	0.344835484	0.42882383	0.563392327	0.531585593
2016/3/16	8.7	0.420399242	0.527907876	0.628595523	0.601614058
2016/3/17	13.1	0.529093601	0.667894879	0.763937984	0.78452281
2016/3/18	14.8	0.62776646	0.771583046	0.843217403	0.845604263
2016/3/19	14.9	0.555178807	0.676612657	0.803280629	0.793679096
2016/3/20	13.4	0.602055301	0.805692039	0.810973403	0.935670819
2016/3/21	9.5	0.692998356	0.790410578	0.848624161	0.804444925
2016/3/22	11	0.471444781	0.624746027	0.763813615	0.686716701
2016/3/23	11.5	0.540063898	0.667235889	0.766353984	0.74472826
2016/3/24	6.3	0.40471549	0.572050125	0.672135549	0.605882618
2016/3/25	8.1	0.430821919	0.565481815	0.63085071	0.670673883
2016/3/26	8	0.536196242	0.745868742	0.765399632	0.6991126
2016/3/27	10.4	0.617835438	0.995057884	0.826338448	0.762113389
2016/3/28	11.3	0.579325287	0.872010105	0.812110001	0.70436702
2016/3/29	13	0.581373498	0.920292345	0.886768215	0.847582503
2016/3/30	14.9	0.686059492	1.053697445	0.965499158	0.915584525
2016/3/31	14.9	0.774137402	1.159262381	1.096882823	0.931037292
2016/4/1	12.8	0.633264309	0.947237973	0.993183714	0.826180778
2016/4/2	10.5	0.61240455	0.751961312	0.73504212	0.721099725
2016/4/3	13.1	0.584159546	0.787905804	0.823355425	0.732379005
2016/4/4	15.6	0.552884025	0.910599548	0.897081384	0.759427233
2016/4/5	10.8	0.500990456	0.753820294	0.857297012	0.694888788
2016/4/6	14.6	0.569498488	0.896543596	0.852402764	0.888698184
2016/4/7	13.8	0.522866272	0.709093493	0.847680414	0.703889085
2016/4/8	16.1	0.572833118	0.77161778	0.844175975	0.866673745
2016/4/9	17.1	0.847775452	0.995884953	1.036351775	1.005058625
2016/4/10	17.2	0.949548474	1.291971259	1.213246982	1.08482836
2016/4/11	11.6	0.656791874	0.842741187	0.980133498	0.737185084
2016/4/12	10.5	0.420013307	0.667930352	0.746116561	0.72200147
2016/4/13	14.4	0.532530468	0.744472805	0.830896199	0.759956834
2016/4/14	15	0.519454373	0.745481983	0.808217367	0.765545985
2016/4/15	16.3	0.562990552	0.824545691	0.879396504	0.858360895
2016/4/16	15.8	0.748735512	0.998580022	1.005392299	0.995306198
2016/4/17	19.2	0.725760179	0.939754001	0.869317391	0.788577255
2016/4/18	18.9	0.621943031	0.875305161	0.930388984	0.919826185
